no_plate,color,company_name,model_year,vehicle_type,date_stolen,district_name,No_Police_Areas,month,vehicle_age
FJM258,BLACK,HOLDEN,2010,CAR,2024-03-25,Canterbury,3,March,14
JRQ164,WHITE,HOLDEN,2016,CAR,2024-03-25,Canterbury,3,March,8
BJY899,RED,BMW,1996,CAR,2024-03-26,Canterbury,3,March,28
B6GRN,SILVER,FACTORY BUILT,2016,MOTORCYCLE,2024-03-26,Canterbury,3,March,8
LHF191,WHITE,TOYOTA,2004,CAR,2024-03-26,Canterbury,3,March,20
PUZ434,BLUE,MAZDA,2012,CAR,2024-03-26,Canterbury,3,March,12
FTJ434,WHITE,TOYOTA,2011,CAR,2024-03-27,Canterbury,3,March,13
W699L,SILVER,HOMEBUILT,2013,TRAILER,2024-03-27,Canterbury,3,March,11
ENH500,SILVER,TOYOTA,1999,CAR,2024-03-27,Canterbury,3,March,25
EAA296,WHITE,SUBARU,2000,CAR,2024-03-27,Canterbury,3,March,24
DDM951,BLUE,NISSAN,1995,CAR,2024-03-27,Canterbury,3,March,29
N4035,BLUE,HOMEBUILT,1991,TRAILER,2024-03-27,Canterbury,3,March,33
FBY101,SILVER,MITSUBISHI,2002,CAR,2024-03-27,Canterbury,3,March,22
CGZ290,WHITE,HOLDEN,2004,CAR,2024-03-28,Canterbury,3,March,20
158Z8,SILVER,BRIFORD,2021,TRAILER,2024-03-28,Canterbury,3,March,3
CBD596,BLUE,TOYOTA,1995,CAR,2024-03-28,Canterbury,3,March,29
HGP97,SILVER,HOLDEN,2014,CAR,2024-03-29,Canterbury,3,March,10
C8RHU,BLUE,TNT MOTOR,2023,MOTORCYCLE,2024-03-29,Canterbury,3,March,1
FTE197,WHITE,MITSUBISHI,2002,CAR,2024-03-29,Canterbury,3,March,22
MWH558,BLACK,ISUZU,2013,UTILITY TRUCK,2024-03-29,Canterbury,3,March,11
NDL737,SILVER,HONDA,2007,CAR,2024-03-29,Canterbury,3,March,17
CQS390,BLUE,SUZUKI,1995,CAR,2024-03-29,Canterbury,3,March,29
GWN420,WHITE,TOYOTA,2005,CAR,2024-03-30,Canterbury,3,March,19
DHG407,BLACK,HOLDEN,2006,CAR,2024-03-30,Canterbury,3,March,18
QGN85,SILVER,HOLDEN,2011,CAR,2024-03-30,Canterbury,3,March,13
JZL35,BLACK,NISSAN,2005,CAR,2024-03-31,Canterbury,3,March,19
C5HMZ,BLACK,TNT MOTOR,2021,MOTORCYCLE,2024-03-31,Canterbury,3,March,3
JQP482,GREY,MAZDA,2005,CAR,2024-03-31,Canterbury,3,March,19
HBE269,WHITE,BMW,2006,CAR,2024-04-01,Canterbury,3,April,18
KCW741,GREY,FORD,2016,CAR,2024-04-01,Canterbury,3,April,8
PSP504,WHITE,TOYOTA,2014,CAR,2024-04-01,Canterbury,3,April,10
KAY761,GREY,BMW,2005,CAR,2024-04-01,Canterbury,3,April,19
PER427,WHITE,TOYOTA,2016,CAR,2024-04-01,Canterbury,3,April,8
N716P,GREY,HOMEBUILT,2009,TRAILER,2024-04-01,Canterbury,3,April,15
HTF833,BLUE,TOYOTA,2014,CAR,2024-04-01,Canterbury,3,April,10
HLL483,WHITE,MAZDA,2004,CAR,2024-04-02,Canterbury,3,April,20
BTN194,GREY,TOYOTA,1996,CAR,2024-04-03,Canterbury,3,April,28
EHP848,SILVER,HOLDEN,2008,CAR,2024-04-03,Canterbury,3,April,16
PK8826,BROWN,TOYOTA,1990,CAR,2024-04-03,Canterbury,3,April,34
72UZB,BLUE,PGO,2003,MOTORCYCLE,2024-04-04,Canterbury,3,April,21
22D69,SILVER,HOMEBUILT,2018,TRAILER,2024-04-04,Canterbury,3,April,6
HGB591,WHITE,NISSAN,2008,CAR,2024-04-04,Canterbury,3,April,16
FES756,BLACK,HYUNDAI,2009,CAR,2024-04-05,Canterbury,3,April,15
FGD572,SILVER,MAZDA,2003,CAR,2024-04-05,Canterbury,3,April,21
LDB294,BROWN,TOYOTA,2006,CAR,2024-04-05,Canterbury,3,April,18
HUK441,WHITE,TOYOTA,2006,CAR,2024-04-05,Canterbury,3,April,18
YP7368,WHITE,FORD,1995,CAR,2024-04-05,Canterbury,3,April,29
BBC143,SILVER,HONDA,2000,CAR,2024-04-05,Canterbury,3,April,24
BCJ116,WHITE,MAZDA,2002,UTILITY TRUCK,2024-04-05,Canterbury,3,April,22
JKJ479,RED,TOYOTA,2012,VAN,2024-04-05,Canterbury,3,April,12
GTL30,GREY,BMW,2005,CAR,2024-04-05,Canterbury,3,April,19
ZY2266,GREEN,TOYOTA,2001,CAR,2024-04-06,Canterbury,3,April,23
JLK915,SILVER,TOYOTA,2004,CAR,2024-04-06,Canterbury,3,April,20
ZB8371,GREY,NISSAN,1992,CAR,2024-04-06,Canterbury,3,April,32
85NDK,GREY,HOMEBUILT,1984,TRAILER,2024-04-06,Canterbury,3,April,40
CQA781,BLUE,TOYOTA,1999,CAR,2024-04-06,Canterbury,3,April,25
C4HJD,SILVER,KTM,2021,MOTORCYCLE,2024-04-06,Canterbury,3,April,3
AUS319,SILVER,FORD,2002,UTILITY TRUCK,2024-04-06,Canterbury,3,April,22
NLA437,RED,TOYOTA,1994,CAR,2024-04-06,Canterbury,3,April,30
S278T,SILVER,BRIFORD,2011,TRAILER,2024-04-07,Canterbury,3,April,13
FQR847,GREY,TOYOTA,2001,CAR,2024-04-07,Canterbury,3,April,23
DKN253,BLUE,MAZDA,2006,UTILITY TRUCK,2024-04-07,Canterbury,3,April,18
NRY315,BLUE,SUZUKI,2012,CAR,2024-04-07,Canterbury,3,April,12
BFA299,GREEN,NISSAN,1990,CAR,2024-04-07,Canterbury,3,April,34
J416U,SILVER,HOMEBUILT,1992,TRAILER,2024-04-07,Canterbury,3,April,32
172P8,SILVER,HOMEBUILT,2021,TRAILER,2024-04-07,Canterbury,3,April,3
GRK837,BLACK,TOYOTA,2004,CAR,2024-04-08,Canterbury,3,April,20
16Q29,SILVER,HOMEBUILT,2018,TRAILER,2024-04-08,Canterbury,3,April,6
QJG105,BLACK,NISSAN,1996,CAR,2024-04-08,Canterbury,3,April,28
C5EYA,ORANGE,KTM,2021,MOTORCYCLE,2024-04-08,Canterbury,3,April,3
DNP628,BLUE,SUBARU,2003,CAR,2024-04-09,Canterbury,3,April,21
JGC236,BLACK,TOYOTA,2006,CAR,2024-04-09,Canterbury,3,April,18
LCW825,BLUE,ISUZU,1992,CAR,2024-04-09,Canterbury,3,April,32
DRN274,SILVER,SUBARU,2004,CAR,2024-04-09,Canterbury,3,April,20
KWS94,GREY,VOLVO,2007,CAR,2024-04-09,Canterbury,3,April,17
JLP743,WHITE,HONDA,2004,CAR,2024-04-09,Canterbury,3,April,20
FQA540,BLUE,SUBARU,2003,CAR,2024-04-10,Canterbury,3,April,21
9P758,SILVER,HOMEBUILT,2018,TRAILER,2024-04-10,Canterbury,3,April,6
AKS726,GREEN,FORD,1999,UTILITY TRUCK,2024-04-10,Canterbury,3,April,25
EYG53,WHITE,SUBARU,2000,CAR,2024-04-10,Canterbury,3,April,24
HPW241,PURPLE,MAZDA,2005,CAR,2024-04-10,Canterbury,3,April,19
GZN585,SILVER,HONDA,2004,CAR,2024-04-10,Canterbury,3,April,20
MQN397,BLUE,TOYOTA,1997,CAR,2024-04-10,Canterbury,3,April,27
MDQ331,WHITE,NISSAN,2007,CAR,2024-04-10,Canterbury,3,April,17
D239T,ORANGE,HOMEBUILT,2004,TRAILER,2024-04-10,Canterbury,3,April,20
3.00E+32,SILVER,HOMEBUILT,2019,TRAILER,2024-04-11,Canterbury,3,April,5
NJG419,WHITE,TOYOTA,2012,CAR,2024-04-11,Canterbury,3,April,12
DKP718,BROWN,NISSAN,1997,CAR,2024-04-11,Canterbury,3,April,27
30E31,SILVER,HOMEBUILT,2019,TRAILER,2024-04-11,Canterbury,3,April,5
LPT560,BLUE,TOYOTA,2009,CAR,2024-04-11,Canterbury,3,April,15
AFY817,GREEN,MAZDA,2001,UTILITY TRUCK,2024-04-11,Canterbury,3,April,23
83C92,SILVER,HOMEBUILT,2021,TRAILER,2024-04-11,Canterbury,3,April,3
FCG757,SILVER,HONDA,2001,CAR,2024-04-11,Canterbury,3,April,23
C8USU,GREY,TRIUMPH,2015,MOTORCYCLE,2024-04-11,Canterbury,3,April,9
HPB564,SILVER,MAZDA,2004,CAR,2024-04-11,Canterbury,3,April,20
BLZ643,SILVER,MAZDA,2003,UTILITY TRUCK,2024-04-11,Canterbury,3,April,21
C4REG,BLACK,FORZA,2023,MOTORCYCLE,2024-04-11,Canterbury,3,April,1
FAP664,WHITE,MITSUBISHI,2000,CAR,2024-04-11,Canterbury,3,April,24
FQC418,WHITE,MAZDA,2005,CAR,2024-04-11,Canterbury,3,April,19
FPE28,SILVER,SUBARU,2000,CAR,2024-04-12,Canterbury,3,April,24
F417L,WHITE,LEISURELINE,2005,CAMPER,2024-04-12,Canterbury,3,April,19
QAF232,WHITE,HOLDEN,2011,CAR,2024-04-12,Canterbury,3,April,13
ESP498,WHITE,TOYOTA,2001,CAR,2024-04-12,Canterbury,3,April,23
DZS697,GREY,AUDI,2007,CAR,2024-04-12,Canterbury,3,April,17
C1AHF,BLACK,SUZUKI,2020,MOTORCYCLE,2024-04-12,Canterbury,3,April,4
NBG682,SILVER,SUBARU,2015,CAR,2024-04-12,Canterbury,3,April,9
FCF9,BLUE,TOYOTA,2003,CAR,2024-04-12,Canterbury,3,April,21
PCL383,WHITE,TOYOTA,2017,CAR,2024-04-12,Canterbury,3,April,7
DUN799,WHITE,TOYOTA,1996,VAN,2024-04-12,Canterbury,3,April,28
SL7157,WHITE,FORD,1994,CAR,2024-04-12,Canterbury,3,April,30
MBF98,SILVER,SUBARU,2006,CAR,2024-04-12,Canterbury,3,April,18
FEP810,GREEN,MAZDA,2003,CAR,2024-04-12,Canterbury,3,April,21
NHW247,WHITE,FORD,2006,UTILITY TRUCK,2024-04-13,Canterbury,3,April,18
KSH939,WHITE,TOYOTA,1999,UTILITY TRUCK,2024-04-13,Canterbury,3,April,25
UF2791,BLUE,HONDA,1996,CAR,2024-04-13,Canterbury,3,April,28
NZN688,WHITE,FORD,1999,UTILITY TRUCK,2024-04-14,Canterbury,3,April,25
FTQ629,WHITE,FORD,2011,UTILITY TRUCK,2024-04-14,Canterbury,3,April,13
BQQ223,GOLD,HONDA,2003,VAN,2024-04-14,Canterbury,3,April,21
CCT802,BLACK,FORD,2004,CAR,2024-04-15,Canterbury,3,April,20
BNS744,BLUE,MAZDA,1995,CAR,2024-04-15,Canterbury,3,April,29
HKB354,BLACK,SSANGYONG,2014,UTILITY TRUCK,2024-04-15,Canterbury,3,April,10
ERZ52,SILVER,SUBARU,2001,CAR,2024-04-15,Canterbury,3,April,23
AKS726,GREEN,FORD,1999,UTILITY TRUCK,2024-04-16,Canterbury,3,April,25
BCS198,GREEN,TOYOTA,1996,CAR,2024-04-16,Canterbury,3,April,28
C7NLM,RED,FORZA,2021,MOTORCYCLE,2024-04-16,Canterbury,3,April,3
BDE391,SILVER,TOYOTA,1998,CAR,2024-04-16,Canterbury,3,April,26
GSD838,WHITE,FORD,2002,UTILITY TRUCK,2024-04-16,Canterbury,3,April,22
HDE814,BLUE,TOYOTA,2013,CAR,2024-04-16,Canterbury,3,April,11
JDL49,SILVER,NISSAN,2007,CAR,2024-04-17,Canterbury,3,April,17
CJQ828,WHITE,TOYOTA,1997,CAR,2024-04-17,Canterbury,3,April,27
HCC135,BLACK,MAZDA,2006,CAR,2024-04-17,Canterbury,3,April,18
ZW9005,BLUE,SUBARU,2001,CAR,2024-04-17,Canterbury,3,April,23
KBU924,GREY,HONDA,2007,CAR,2024-04-17,Canterbury,3,April,17
PRT398,BLUE,SUBARU,2001,CAR,2024-04-17,Canterbury,3,April,23
C9DRC,RED,FACTORY BUILT,2020,MOTORCYCLE,2024-04-18,Canterbury,3,April,4
FTU760,SILVER,SUBARU,2001,CAR,2024-04-18,Canterbury,3,April,23
450E2,GREY,KEA,2022,TRAILER,2024-04-18,Canterbury,3,April,2
PJQ86,SILVER,PEUGEOT,2005,CAR,2024-04-18,Canterbury,3,April,19
CSY608,WHITE,MAZDA,2005,UTILITY TRUCK,2024-04-18,Canterbury,3,April,19
HLS852,SILVER,SUBARU,2005,CAR,2024-04-19,Canterbury,3,April,19
C9QFH,BLACK,UBCO,2023,MOTORCYCLE,2024-04-19,Canterbury,3,April,1
PEU230,GREEN,TOYOTA,1990,CAR,2024-04-19,Canterbury,3,April,34
FDC617,SILVER,SUBARU,1996,CAR,2024-04-19,Canterbury,3,April,28
BLT499,GREEN,FORD,2003,UTILITY TRUCK,2024-04-19,Canterbury,3,April,21
DWL38,WHITE,NISSAN,2007,UTILITY TRUCK,2024-04-19,Canterbury,3,April,17
136P3,SILVER,HOMEBUILT,2021,TRAILER,2024-04-19,Canterbury,3,April,3
9995J,GREY,HOMEBUILT,1978,TRAILER,2024-04-20,Canterbury,3,April,46
PER950,WHITE,AUDI,2015,CAR,2024-04-20,Canterbury,3,April,9
227W9,SILVER,HOMEBUILT,2022,TRAILER,2024-04-20,Canterbury,3,April,2
QGY52,BROWN,TOYOTA,2014,CAR,2024-04-20,Canterbury,3,April,10
JBF50,BLACK,AUDI,2008,CAR,2024-04-20,Canterbury,3,April,16
PHT7,GREY,TOYOTA,1992,CAR,2024-04-20,Canterbury,3,April,32
15LMR,YELLOW,CUSTOMBUILT,1981,TRAILER,2024-04-21,Canterbury,3,April,43
CMT375,GREEN,TOYOTA,1995,CAR,2024-04-21,Canterbury,3,April,29
XC5140,RED,NISSAN,1997,CAR,2024-04-21,Canterbury,3,April,27
T381U,SILVER,BRIFORD,2012,TRAILER,2024-04-22,Canterbury,3,April,12
QAL755,SILVER,TOYOTA,2013,CAR,2024-04-22,Canterbury,3,April,11
DWL416,SILVER,TOYOTA,1996,CAR,2024-04-22,Canterbury,3,April,28
FPA693,SILVER,SUBARU,2003,CAR,2024-04-22,Canterbury,3,April,21
DNQ452,WHITE,SUBARU,1999,CAR,2024-04-22,Canterbury,3,April,25
KBS462,SILVER,HONDA,2005,CAR,2024-04-22,Canterbury,3,April,19
B9WQN,RED,FACTORY BUILT,2019,MOTORCYCLE,2024-04-22,Canterbury,3,April,5
25T96,SILVER,BRIFORD,2017,TRAILER,2024-04-22,Canterbury,3,April,7
HAN242,BROWN,FORD,2013,CAR,2024-04-23,Canterbury,3,April,11
67ZHQ,SILVER,MOPED,2008,MOTORCYCLE,2024-04-23,Canterbury,3,April,16
C3JGJ,BLACK,FACTORY BUILT,2021,MOTORCYCLE,2024-04-23,Canterbury,3,April,3
JHW154,BLUE,MAZDA,2013,CAR,2024-04-23,Canterbury,3,April,11
PJQ349,SILVER,TOYOTA,2005,CAR,2024-04-23,Canterbury,3,April,19
70YDY,BLUE,HONDA,2005,MOTORCYCLE,2024-04-24,Canterbury,3,April,19
BQH807,SILVER,TOYOTA,1999,CAR,2024-04-24,Canterbury,3,April,25
LJC933,GREY,MAZDA,2005,CAR,2024-04-24,Canterbury,3,April,19
GBC108,WHITE,TOYOTA,2003,CAR,2024-04-24,Canterbury,3,April,21
ENK19,SILVER,ISUZU,1998,CAR,2024-04-25,Canterbury,3,April,26
MCN884,WHITE,NISSAN,1997,CAR,2024-04-25,Canterbury,3,April,27
YH5511,GREY,TOYOTA,1996,CAR,2024-04-25,Canterbury,3,April,28
FGL418,BLUE,SUBARU,2003,CAR,2024-04-25,Canterbury,3,April,21
LSS319,BLACK,LEXUS,2005,CAR,2024-04-26,Canterbury,3,April,19
PDJ894,BLUE,SUBARU,2010,CAR,2024-04-26,Canterbury,3,April,14
QLM815,BLUE,TOYOTA,1996,CAR,2024-04-26,Canterbury,3,April,28
52Q59,CREAM,ABI,1998,CAMPER,2024-04-27,Canterbury,3,April,26
GRW499,GREEN,FORD,2000,UTILITY TRUCK,2024-04-27,Canterbury,3,April,24
DGH770,WHITE,TOYOTA,1995,CAR,2024-04-27,Canterbury,3,April,29
NUB541,BLUE,SUBARU,2001,CAR,2024-04-27,Canterbury,3,April,23
PHT405,BLUE,SUBARU,2000,CAR,2024-04-28,Canterbury,3,April,24
QKT330,BLUE,TOYOTA,1997,CAR,2024-04-28,Canterbury,3,April,27
H172U,BLUE,HOMEBUILT,1997,TRAILER,2024-04-28,Canterbury,3,April,27
QFW970,WHITE,TOYOTA,2017,CAR,2024-04-28,Canterbury,3,April,7
HAB371,GOLD,SUBARU,2005,CAR,2024-04-29,Canterbury,3,April,19
DCT241,SILVER,LAND ROVER,2002,CAR,2024-04-29,Canterbury,3,April,22
KMK272,WHITE,TOYOTA,2005,CAR,2024-04-29,Canterbury,3,April,19
PPD945,SILVER,TOYOTA,2017,CAR,2024-04-29,Canterbury,3,April,7
CBH989,RED,MAZDA,2000,CAR,2024-04-29,Canterbury,3,April,24
2C679,SILVER,HOMEBUILT,2015,TRAILER,2024-04-29,Canterbury,3,April,9
FQH560,WHITE,HONDA,2002,CAR,2024-04-29,Canterbury,3,April,22
DTH397,WHITE,TOYOTA,1998,VAN,2024-04-29,Canterbury,3,April,26
HTU20,SILVER,FORD,2005,UTILITY TRUCK,2024-04-30,Canterbury,3,April,19
C7UQE,BLACK,YAMAHA,2003,MOTORCYCLE,2024-04-30,Canterbury,3,April,21
EDS481,BLUE,TOYOTA,1996,CAR,2024-04-30,Canterbury,3,April,28
JED655,WHITE,MAZDA,2009,CAR,2024-04-30,Canterbury,3,April,15
JMA68,GREY,SUBARU,2007,CAR,2024-04-30,Canterbury,3,April,17
NCF924,BROWN,NISSAN,2005,CAR,2024-04-30,Canterbury,3,April,19
CBP834,WHITE,TOYOTA,2004,CAR,2024-04-30,Canterbury,3,April,20
GSL947,WHITE,CHERY,2013,CAR,2024-04-30,Canterbury,3,April,11
98A38,GREY,HOMEBUILT,2021,TRAILER,2024-04-30,Canterbury,3,April,3
LCF308,SILVER,TOYOTA,2007,CAR,2024-05-01,Canterbury,3,May,17
MZM462,SILVER,TOYOTA,2015,CAR,2024-05-01,Canterbury,3,May,9
KNN54,SILVER,TOYOTA,2017,UTILITY TRUCK,2024-05-01,Canterbury,3,May,7
MED777,SILVER,MAZDA,2005,CAR,2024-05-01,Canterbury,3,May,19
QHR909,WHITE,TOYOTA,2008,UTILITY TRUCK,2024-05-02,Canterbury,3,May,16
A9DUZ,BLACK,YAMAHA,2008,MOTORCYCLE,2024-05-02,Canterbury,3,May,16
HWE587,SILVER,TOYOTA,2005,CAR,2024-05-02,Canterbury,3,May,19
YW3931,BLUE,FORD,2000,UTILITY TRUCK,2024-05-02,Canterbury,3,May,24
DRY64,SILVER,SUBARU,2006,CAR,2024-05-02,Canterbury,3,May,18
LTF193,GREY,NISSAN,2018,UTILITY TRUCK,2024-05-03,Canterbury,3,May,6
H0NE5T,WHITE,TOYOTA,2015,CAR,2024-05-03,Canterbury,3,May,9
GWA150,BLUE,MAZDA,2002,UTILITY TRUCK,2024-05-03,Canterbury,3,May,22
3D262,SILVER,HOMEBUILT,2015,TRAILER,2024-05-03,Canterbury,3,May,9
581J4,SILVER,HOMEBUILT,2023,TRAILER,2024-05-04,Canterbury,3,May,1
GDK411,GOLD,TOYOTA,2005,CAR,2024-05-04,Canterbury,3,May,19
FED475,BLUE,TOYOTA,2002,CAR,2024-05-04,Canterbury,3,May,22
QBC196,WHITE,NISSAN,2001,VAN,2024-05-04,Canterbury,3,May,23
BYE879,SILVER,HONDA,2004,VAN,2024-05-05,Canterbury,3,May,20
JFQ605,BLUE,TOYOTA,2005,CAR,2024-05-05,Canterbury,3,May,19
JNK685,SILVER,MAZDA,2005,CAR,2024-05-05,Canterbury,3,May,19
W100G,SILVER,HOMEBUILT,2013,TRAILER,2024-05-05,Canterbury,3,May,11
FEM366,RED,SUBARU,2002,CAR,2024-05-05,Canterbury,3,May,22
PX7581,WHITE,NISSAN,1986,UTILITY TRUCK,2024-05-05,Canterbury,3,May,38
BEE975,BLUE,LEXUS,2003,CAR,2024-05-05,Canterbury,3,May,21
2A697,WHITE,SWIFT,2000,CAMPER,2024-05-05,Canterbury,3,May,24
PUY923,BLUE,NISSAN,2023,CAR,2024-05-06,Canterbury,3,May,1
NCH674,GREEN,MAZDA,1998,CAR,2024-05-06,Canterbury,3,May,26
NNG115,WHITE,TOYOTA,2015,CAR,2024-05-06,Canterbury,3,May,9
YZ4871,WHITE,TOYOTA,1991,CAR,2024-05-06,Canterbury,3,May,33
JQE411,WHITE,TOYOTA,2016,UTILITY TRUCK,2024-05-06,Canterbury,3,May,8
B5YBD,RED,FORZA,2019,MOTORCYCLE,2024-05-06,Canterbury,3,May,5
B8ZGE,YELLOW,SUZUKI,2019,MOTORCYCLE,2024-05-06,Canterbury,3,May,5
WN7269,SILVER,FORD,1993,VAN,2024-05-06,Canterbury,3,May,31
MTW332,RED,RENAULT,2013,CAR,2024-05-06,Canterbury,3,May,11
UF4439,GOLD,NISSAN,1990,CAR,2024-05-07,Canterbury,3,May,34
MLC20,GREY,TOYOTA,1991,CAR,2024-05-07,Canterbury,3,May,33
KCU419,WHITE,SUBARU,2005,CAR,2024-05-07,Canterbury,3,May,19
97N27,SILVER,HOMEBUILT,2021,TRAILER,2024-05-07,Canterbury,3,May,3
FTP776,SILVER,MAZDA,2005,CAR,2024-05-07,Canterbury,3,May,19
76D23,SILVER,HOMEBUILT,2020,TRAILER,2024-05-08,Canterbury,3,May,4
B7DAY,BLUE,YAMAHA,2015,MOTORCYCLE,2024-05-08,Canterbury,3,May,9
PZW500,GREY,TOYOTA,1986,CAR,2024-05-08,Canterbury,3,May,38
B6DPD,BLUE,HONDA,2005,MOTORCYCLE,2024-05-08,Canterbury,3,May,19
LAC941,SILVER,FORD,2017,UTILITY TRUCK,2024-05-08,Canterbury,3,May,7
GME218,WHITE,HONDA,2005,CAR,2024-05-08,Canterbury,3,May,19
NTG108,SILVER,TOYOTA,2003,UTILITY TRUCK,2024-05-08,Canterbury,3,May,21
CNW558,SILVER,SUBARU,1996,CAR,2024-05-08,Canterbury,3,May,28
UJ7156,BLUE,FORD,1996,CAR,2024-05-09,Canterbury,3,May,28
107W5,SILVER,BRIFORD,2021,TRAILER,2024-05-09,Canterbury,3,May,3
23U46,SILVER,HOMEBUILT,2018,TRAILER,2024-05-09,Canterbury,3,May,6
MRE590,GREY,TOYOTA,2014,CAR,2024-05-09,Canterbury,3,May,10
CNB359,WHITE,TOYOTA,2005,VAN,2024-05-09,Canterbury,3,May,19
B9QFC,BLACK,YAMAHA,2017,MOTORCYCLE,2024-05-09,Canterbury,3,May,7
A886G,SILVER,BRIFORD,2002,TRAILER,2024-05-10,Canterbury,3,May,22
ENR748,SILVER,FORD,2008,CAR,2024-05-10,Canterbury,3,May,16
AAN766,WHITE,TOYOTA,1991,VAN,2024-05-10,Canterbury,3,May,33
LMZ36,SILVER,TOYOTA,2007,CAR,2024-05-10,Canterbury,3,May,17
DMR456,SILVER,VOLKSWAGEN,1998,CAR,2024-05-10,Canterbury,3,May,26
9E693,SILVER,BRIFORD,2018,TRAILER,2024-05-10,Canterbury,3,May,6
DDT301,WHITE,TOYOTA,1998,CAR,2024-05-10,Canterbury,3,May,26
NFC530,SILVER,TOYOTA,2015,CAR,2024-05-11,Canterbury,3,May,9
TT8333,GREEN,MAZDA,1990,CAR,2024-05-11,Canterbury,3,May,34
NDU316,BLUE,TOYOTA,1992,CAR,2024-05-11,Canterbury,3,May,32
WS8302,GREEN,TOYOTA,1990,CAR,2024-05-11,Canterbury,3,May,34
EQF531,SILVER,MAZDA,2001,CAR,2024-05-11,Canterbury,3,May,23
HQE3,BLUE,TOYOTA,1991,CAR,2024-05-11,Canterbury,3,May,33
JTF346,SILVER,TOYOTA,2007,CAR,2024-05-12,Canterbury,3,May,17
MGT337,BLACK,SUBARU,2007,CAR,2024-05-12,Canterbury,3,May,17
EDD359,BLACK,SUBARU,2005,CAR,2024-05-12,Canterbury,3,May,19
FGU975,SILVER,SUBARU,2005,CAR,2024-05-12,Canterbury,3,May,19
79M20,SILVER,BRIFORD,2020,TRAILER,2024-05-12,Canterbury,3,May,4
KTY779,BLACK,SUBARU,2006,CAR,2024-05-12,Canterbury,3,May,18
BSA459,GREY,FORD,1986,CAMPER,2024-05-12,Canterbury,3,May,38
BSQ947,RED,MAZDA,1998,CAR,2024-05-12,Canterbury,3,May,26
ASL550,GREEN,MAZDA,2002,UTILITY TRUCK,2024-05-12,Canterbury,3,May,22
DRH467,SILVER,SUBARU,1999,CAR,2024-05-13,Canterbury,3,May,25
PZJ417,RED,TOYOTA,2017,CAR,2024-05-13,Canterbury,3,May,7
52F62,SILVER,BRIFORD,2019,TRAILER,2024-05-13,Canterbury,3,May,5
UI9663,BLACK,NISSAN,1988,CAR,2024-05-13,Canterbury,3,May,36
PPL342,WHITE,TOYOTA,2017,CAR,2024-05-13,Canterbury,3,May,7
YELLO,YELLOW,TOYOTA,1990,CAR,2024-05-13,Canterbury,3,May,34
EYA349,RED,BMW,2003,CAR,2024-05-13,Canterbury,3,May,21
A7RZW,WHITE,KTM,2013,MOTORCYCLE,2024-05-13,Canterbury,3,May,11
EFZ619,BLACK,TOYOTA,1997,CAR,2024-05-14,Canterbury,3,May,27
87L58,SILVER,HOMEBUILT,2020,TRAILER,2024-05-14,Canterbury,3,May,4
78F86,SILVER,HOMEBUILT,2020,TRAILER,2024-05-14,Canterbury,3,May,4
MLU422,WHITE,NISSAN,2008,VAN,2024-05-15,Canterbury,3,May,16
MQP291,SILVER,TOYOTA,2006,CAR,2024-05-15,Canterbury,3,May,18
ESJ842,WHITE,NISSAN,2003,VAN,2024-05-15,Canterbury,3,May,21
LQC400,SILVER,MAZDA,2005,CAR,2024-05-15,Canterbury,3,May,19
NHY9,SILVER,MAZDA,2004,CAR,2024-05-15,Canterbury,3,May,20
HNH771,WHITE,TOYOTA,2014,CAR,2024-05-15,Canterbury,3,May,10
HQM868,BLUE,TOYOTA,2006,CAR,2024-05-15,Canterbury,3,May,18
HSM749,SILVER,NISSAN,2004,CAR,2024-05-15,Canterbury,3,May,20
HYJ948,SILVER,MAZDA,2005,CAR,2024-05-15,Canterbury,3,May,19
JLA951,WHITE,TOYOTA,2000,CAR,2024-05-15,Canterbury,3,May,24
NYB564,WHITE,TOYOTA,2016,CAR,2024-05-15,Canterbury,3,May,8
63E11,GREY,HOMEBUILT,2020,TRAILER,2024-05-15,Canterbury,3,May,4
CNF505,SILVER,SUZUKI,2002,CAR,2024-05-16,Canterbury,3,May,22
KBY338,WHITE,TOYOTA,2011,CAR,2024-05-16,Canterbury,3,May,13
JHJ471,SILVER,TOYOTA,2006,CAR,2024-05-16,Canterbury,3,May,18
YA8226,RED,MITSUBISHI,1999,CAR,2024-05-16,Canterbury,3,May,25
FJY315,SILVER,MAZDA,2004,CAR,2024-05-16,Canterbury,3,May,20
BDN946,RED,TOYOTA,2003,UTILITY TRUCK,2024-05-16,Canterbury,3,May,21
ASL386,BROWN,TOYOTA,2002,UTILITY TRUCK,2024-05-16,Canterbury,3,May,22
ATY832,GREY,TOYOTA,2002,UTILITY TRUCK,2023-10-14,Waitemata,3,October,22
HYU343,SILVER,TOYOTA,2006,CAR,2023-10-15,Waitemata,3,October,18
KAMBOH,BLACK,SUBARU,2005,CAR,2023-10-16,Waitemata,3,October,19
GV2164,RED,HONDA,2004,CAR,2023-10-16,Waitemata,3,October,20
NPG988,WHITE,MAZDA,2012,CAR,2023-10-16,Waitemata,3,October,12
PNU3,RED,NISSAN,2014,CAR,2023-10-16,Waitemata,3,October,10
GDM812,BLUE,MAZDA,2011,CAR,2023-10-16,Waitemata,3,October,13
394R2,WHITE,HOMEBUILT,2022,TRAILER,2023-10-17,Waitemata,3,October,2
PES707,BROWN,BMW,2012,CAR,2023-10-17,Waitemata,3,October,12
