no_plate,color,company_name,model_year,vehicle_type,date_stolen,district_name,No_Police_Areas,month,vehicle_age
KPK861,GREY,FORD,2017,UTILITY TRUCK,2023-10-22,Bay of Plenty,4,October,7
8129K,SILVER,HOMEBUILT,1993,TRAILER,2023-10-22,Bay of Plenty,4,October,31
CMM241,SILVER,BMW,2005,CAR,2023-10-24,Bay of Plenty,4,October,19
T548J,BLACK,FACTORY BUILT,2005,TRAILER,2023-10-24,Bay of Plenty,4,October,19
355L9,SILVER,TITAN,2022,TRAILER,2023-10-24,Bay of Plenty,4,October,2
DJN547,GREY,FORD,2006,CAR,2023-10-24,Bay of Plenty,4,October,18
EAM152,SILVER,CADILLAC,2002,CAR,2023-10-26,Bay of Plenty,4,October,22
86QJM,BLUE,HOMEBUILT,1987,TRAILER,2023-10-26,Bay of Plenty,4,October,37
INVRSE,SILVER,BMW,2007,CAR,2023-10-26,Bay of Plenty,4,October,17
6M916,SILVER,HOMEBUILT,2017,TRAILER,2023-10-27,Bay of Plenty,4,October,7
5L549,GREY,HOMEBUILT,2013,TRAILER,2023-10-27,Bay of Plenty,4,October,11
GDN23,WHITE,FORD,2011,UTILITY TRUCK,2023-10-27,Bay of Plenty,4,October,13
3D481,SILVER,CUSTOMBUILT,2015,TRAILER,2023-10-27,Bay of Plenty,4,October,9
A4NSQ,RED,HONDA,2013,MOTORCYCLE,2023-10-27,Bay of Plenty,4,October,11
ACL236,SILVER,NISSAN,2001,CAR,2023-10-27,Bay of Plenty,4,October,23
NKL477,WHITE,LEXUS,2008,CAR,2023-10-28,Bay of Plenty,4,October,16
IB1604,GOLD,HOLDEN,1978,UTILITY TRUCK,2023-10-28,Bay of Plenty,4,October,46
DZD840,WHITE,TOYOTA,2007,UTILITY TRUCK,2023-10-29,Bay of Plenty,4,October,17
NFJ618,BLUE,NISSAN,2006,UTILITY TRUCK,2023-10-30,Bay of Plenty,4,October,18
M6426,YELLOW,HOMEBUILT,1992,TRAILER,2023-10-31,Bay of Plenty,4,October,32
HBS782,BLACK,HOLDEN,2003,CAR,2023-10-31,Bay of Plenty,4,October,21
NMG962,SILVER,MITSUBISHI,2017,UTILITY TRUCK,2023-11-02,Bay of Plenty,4,November,7
3B768,SILVER,HOMEBUILT,2015,TRAILER,2023-11-02,Bay of Plenty,4,November,9
48B75,SILVER,HOMEBUILT,2011,TRAILER,2023-11-03,Bay of Plenty,4,November,13
7145J,SILVER,KEA,1998,TRAILER,2023-11-04,Bay of Plenty,4,November,26
FTE434,SILVER,MAZDA,2005,CAR,2023-11-05,Bay of Plenty,4,November,19
MHM114,BLACK,MITSUBISHI,2011,CAR,2023-11-05,Bay of Plenty,4,November,13
BMH164,GREEN,MERCEDES-BENZ,2000,CAR,2023-11-05,Bay of Plenty,4,November,24
LLG52,GOLD,FORD,2007,UTILITY TRUCK,2023-11-06,Bay of Plenty,4,November,17
BNH184,WHITE,SUZUKI,2003,CAR,2023-11-06,Bay of Plenty,4,November,21
734D2,WHITE,HOMEBUILT,2022,TRAILER,2023-11-06,Bay of Plenty,4,November,2
GCH355,WHITE,TOYOTA,2011,UTILITY TRUCK,2023-11-07,Bay of Plenty,4,November,13
ATM634,WHITE,MAZDA,2002,UTILITY TRUCK,2023-11-08,Bay of Plenty,4,November,22
K396U,SILVER,HOMEBUILT,2007,TRAILER,2023-11-09,Bay of Plenty,4,November,17
644Q5,SILVER,HOMEBUILT,2023,TRAILER,2023-11-09,Bay of Plenty,4,November,1
FMB921,SILVER,FORD,2010,UTILITY TRUCK,2023-11-10,Bay of Plenty,4,November,14
GTB232,WHITE,TOYOTA,2013,UTILITY TRUCK,2023-11-10,Bay of Plenty,4,November,11
LQJ331,SILVER,JEEP,2010,CAR,2023-11-11,Bay of Plenty,4,November,14
B5QUA,RED,FORZA,2018,MOTORCYCLE,2023-11-12,Bay of Plenty,4,November,6
WF4458,SILVER,HONDA,1994,CAR,2023-11-13,Bay of Plenty,4,November,30
MRY22,RED,MAZDA,2012,CAR,2023-11-13,Bay of Plenty,4,November,12
XP1074,WHITE,TOYOTA,1992,VAN,2023-11-13,Bay of Plenty,4,November,32
G951N,WHITE,HOMEBUILT,1990,TRAILER,2023-11-14,Bay of Plenty,4,November,34
KSQ504,SILVER,NISSAN,2007,CAR,2023-11-16,Bay of Plenty,4,November,17
MBH152,SILVER,TOYOTA,2006,CAR,2023-11-18,Bay of Plenty,4,November,18
LCP864,SILVER,SUZUKI,2006,CAR,2023-11-18,Bay of Plenty,4,November,18
ECP621,WHITE,HOLDEN,2007,CAR,2023-11-19,Bay of Plenty,4,November,17
DZP139,SILVER,TOYOTA,2007,UTILITY TRUCK,2023-11-19,Bay of Plenty,4,November,17
GYU122,SILVER,MAZDA,2013,UTILITY TRUCK,2023-11-20,Bay of Plenty,4,November,11
GSM393,BLACK,FORD,2013,UTILITY TRUCK,2023-11-20,Bay of Plenty,4,November,11
EKE904,BLACK,MAZDA,2008,UTILITY TRUCK,2023-11-22,Bay of Plenty,4,November,16
ZW3283,WHITE,NISSAN,1993,VAN,2023-11-22,Bay of Plenty,4,November,31
A5PWY,RED,CMG,2005,MOTORCYCLE,2023-11-22,Bay of Plenty,4,November,19
C1ERC,BLUE,VESPA,2016,MOTORCYCLE,2023-11-22,Bay of Plenty,4,November,8
P146P,GREY,HOMEBUILT,2009,TRAILER,2023-11-22,Bay of Plenty,4,November,15
GHN953,SILVER,HOLDEN,2012,CAR,2023-11-22,Bay of Plenty,4,November,12
MZW643,WHITE,NISSAN,2010,CAR,2023-11-23,Bay of Plenty,4,November,14
DMF430,WHITE,TOYOTA,2006,UTILITY TRUCK,2023-11-23,Bay of Plenty,4,November,18
C4FGC,RED,HONDA,2002,ATV,2023-11-23,Bay of Plenty,4,November,22
338A7,SILVER,ROADCHIEF,2022,TRAILER,2023-11-24,Bay of Plenty,4,November,2
544C4,SILVER,TITAN,2023,TRAILER,2023-11-24,Bay of Plenty,4,November,1
DYA159,BLACK,TOYOTA,2007,UTILITY TRUCK,2023-11-25,Bay of Plenty,4,November,17
DGT384,BLUE,HOLDEN,2006,CAR,2023-11-25,Bay of Plenty,4,November,18
A9UTD,WHITE,KAWASAKI,2014,MOTORCYCLE,2023-11-26,Bay of Plenty,4,November,10
HEJ225,GOLD,NISSAN,2005,CAR,2023-11-26,Bay of Plenty,4,November,19
EGD985,GREEN,TOYOTA,1996,CAR,2023-11-26,Bay of Plenty,4,November,28
NTE396,BLUE,NISSAN,2008,CAR,2023-11-27,Bay of Plenty,4,November,16
QAP884,YELLOW,KIA,2008,CAR,2023-11-27,Bay of Plenty,4,November,16
307C3,BLACK,HOMEBUILT,2022,TRAILER,2023-11-27,Bay of Plenty,4,November,2
AHZ972,BLUE,TOYOTA,2001,UTILITY TRUCK,2023-11-27,Bay of Plenty,4,November,23
CKF730,GREEN,AUDI,2004,CAR,2023-11-27,Bay of Plenty,4,November,20
BBB375,BROWN,NISSAN,1994,VAN,2023-11-27,Bay of Plenty,4,November,30
GFN531,GREY,FORD,2012,CAR,2023-11-28,Bay of Plenty,4,November,12
LCC358,RED,FORD,2003,UTILITY TRUCK,2023-11-28,Bay of Plenty,4,November,21
GAJ340,SILVER,TOYOTA,2001,CAR,2023-11-28,Bay of Plenty,4,November,23
NBH200,SILVER,NISSAN,2005,CAR,2023-11-29,Bay of Plenty,4,November,19
HBK161,SILVER,FOTON,2013,UTILITY TRUCK,2023-11-30,Bay of Plenty,4,November,11
528B7,SILVER,HOMEBUILT,2023,TRAILER,2023-11-30,Bay of Plenty,4,November,1
SI8665,RED,HONDA,1993,CAR,2023-12-01,Bay of Plenty,4,December,31
DKD998,RED,MITSUBISHI,2006,CAR,2023-12-02,Bay of Plenty,4,December,18
GCN510,GREY,MAZDA,2002,CAR,2023-12-03,Bay of Plenty,4,December,22
FKD839,WHITE,SUBARU,2010,CAR,2023-12-03,Bay of Plenty,4,December,14
MTZ343,WHITE,MAZDA,2015,CAR,2023-12-03,Bay of Plenty,4,December,9
EYH903,WHITE,TOYOTA,2004,CAR,2023-12-03,Bay of Plenty,4,December,20
EHJ65,BLACK,FORD,2008,CAR,2023-12-04,Bay of Plenty,4,December,16
Z841J,WHITE,BAILEY,2004,CAMPER,2023-12-04,Bay of Plenty,4,December,20
ZK3488,BLUE,FORD,2000,UTILITY TRUCK,2023-12-04,Bay of Plenty,4,December,24
A6ULP,BLUE,SUZUKI,2007,MOTORCYCLE,2023-12-04,Bay of Plenty,4,December,17
EPK686,RED,NISSAN,2008,UTILITY TRUCK,2023-12-04,Bay of Plenty,4,December,16
PNS662,SILVER,MAZDA,2002,UTILITY TRUCK,2023-12-05,Bay of Plenty,4,December,22
QDH212,BLUE,BMW,2013,CAR,2023-12-05,Bay of Plenty,4,December,11
CWU909,SILVER,FORD,2005,UTILITY TRUCK,2023-12-05,Bay of Plenty,4,December,19
17Q35,SILVER,KEA,2018,TRAILER,2023-12-05,Bay of Plenty,4,December,6
59G44,SILVER,HOMEBUILT,2020,TRAILER,2023-12-06,Bay of Plenty,4,December,4
LFT686,BLUE,DAIHATSU,1999,CAR,2023-12-06,Bay of Plenty,4,December,25
UQ9114,GREY,TOYOTA,1992,CAR,2023-12-06,Bay of Plenty,4,December,32
JKT149,GREY,SUBARU,2012,CAR,2023-12-08,Bay of Plenty,4,December,12
GRB419,WHITE,TOYOTA,2006,CAR,2023-12-08,Bay of Plenty,4,December,18
DYN51,GREEN,FORD,2007,UTILITY TRUCK,2023-12-09,Bay of Plenty,4,December,17
FEU821,GREEN,TOYOTA,1996,CAR,2023-12-09,Bay of Plenty,4,December,28
GWB220,SILVER,MERCEDES-BENZ,2010,CAR,2023-12-10,Bay of Plenty,4,December,14
HDK766,WHITE,FORD,2006,UTILITY TRUCK,2023-12-10,Bay of Plenty,4,December,18
FYP517,SILVER,HOLDEN,2007,CAR,2023-12-11,Bay of Plenty,4,December,17
ADA164,SILVER,FORD,2001,UTILITY TRUCK,2023-12-11,Bay of Plenty,4,December,23
HKY347,WHITE,MAZDA,2014,CAR,2023-12-12,Bay of Plenty,4,December,10
JYR443,WHITE,HOLDEN,2013,CAR,2023-12-12,Bay of Plenty,4,December,11
440G4,SILVER,HOMEBUILT,2022,TRAILER,2023-12-12,Bay of Plenty,4,December,2
Q351R,SILVER,KEA,2010,TRAILER,2023-12-12,Bay of Plenty,4,December,14
GGD879,BROWN,FORD,2012,CAR,2023-12-13,Bay of Plenty,4,December,12
NMG805,WHITE,NISSAN,2008,UTILITY TRUCK,2023-12-13,Bay of Plenty,4,December,16
39H68,SILVER,HOMEBUILT,2019,TRAILER,2023-12-13,Bay of Plenty,4,December,5
709H1,SILVER,HOMEBUILT,2023,TRAILER,2023-12-14,Bay of Plenty,4,December,1
K730K,CREAM,SWIFT,1991,CAMPER,2023-12-14,Bay of Plenty,4,December,33
35ZFQ,SILVER,PIAGGIO,2008,MOTORCYCLE,2023-12-14,Bay of Plenty,4,December,16
BHB868,GREY,MITSUBISHI,1995,CAR,2023-12-15,Bay of Plenty,4,December,29
FRL49,GREY,MAZDA,2004,UTILITY TRUCK,2023-12-15,Bay of Plenty,4,December,20
34G92,SILVER,HOMEBUILT,2019,TRAILER,2023-12-16,Bay of Plenty,4,December,5
KEY887,BLUE,MITSUBISHI,2016,UTILITY TRUCK,2023-12-16,Bay of Plenty,4,December,8
KQN745,GREY,SUBARU,2008,CAR,2023-12-17,Bay of Plenty,4,December,16
AHD269,BLACK,MERCEDES-BENZ,1990,CAR,2023-12-18,Bay of Plenty,4,December,34
4H565,SILVER,HOMEBUILT,2016,TRAILER,2023-12-18,Bay of Plenty,4,December,8
HTG182,BLACK,AUDI,2005,CAR,2023-12-18,Bay of Plenty,4,December,19
MBF762,BLUE,FORD,2019,UTILITY TRUCK,2023-12-19,Bay of Plenty,4,December,5
CZM464,WHITE,MAZDA,2005,UTILITY TRUCK,2023-12-20,Bay of Plenty,4,December,19
C2CZC,BLACK,FACTORY BUILT,2009,MOTORCYCLE,2023-12-20,Bay of Plenty,4,December,15
E8007,GREY,HOMEBUILT,1989,TRAILER,2023-12-20,Bay of Plenty,4,December,35
FYD589,SILVER,TOYOTA,2009,CAR,2023-12-21,Bay of Plenty,4,December,15
LCJ74,WHITE,MAZDA,2005,CAR,2023-12-21,Bay of Plenty,4,December,19
8T511,GREY,HOMEBUILT,2017,TRAILER,2023-12-24,Bay of Plenty,4,December,7
G2389,GREY,HOMEBUILT,1989,TRAILER,2023-12-25,Bay of Plenty,4,December,35
NYE613,SILVER,MAZDA,2003,UTILITY TRUCK,2023-12-26,Bay of Plenty,4,December,21
CWM196,BLUE,FORD,2005,UTILITY TRUCK,2023-12-26,Bay of Plenty,4,December,19
BMD264,BLACK,TOYOTA,2003,UTILITY TRUCK,2023-12-27,Bay of Plenty,4,December,21
C9UCG,BLACK,PIAGGIO,2018,MOTORCYCLE,2023-12-28,Bay of Plenty,4,December,6
A706H,SILVER,HOMEBUILT,2002,TRAILER,2023-12-29,Bay of Plenty,4,December,22
APW112,SILVER,NISSAN,2002,CAR,2023-12-29,Bay of Plenty,4,December,22
CWU908,GREY,FORD,2005,UTILITY TRUCK,2023-12-29,Bay of Plenty,4,December,19
MWA170,RED,MAZDA,2000,UTILITY TRUCK,2023-12-30,Bay of Plenty,4,December,24
ECK884,RED,NISSAN,2007,UTILITY TRUCK,2023-12-30,Bay of Plenty,4,December,17
LWT90,WHITE,TOYOTA,1996,CAR,2023-12-30,Bay of Plenty,4,December,28
FKZ348,GREY,SUBARU,2005,CAR,2023-12-31,Bay of Plenty,4,December,19
DWH645,WHITE,FORD,2007,UTILITY TRUCK,2024-01-01,Bay of Plenty,4,January,17
A2UBU,BLUE,HONDA,2001,MOTORCYCLE,2024-01-01,Bay of Plenty,4,January,23
FSW771,SILVER,MAZDA,2003,CAR,2024-01-01,Bay of Plenty,4,January,21
LFP32,SILVER,TOYOTA,2006,CAR,2024-01-02,Bay of Plenty,4,January,18
NFF496,GREY,TOYOTA,1992,CAR,2024-01-03,Bay of Plenty,4,January,32
B8ZYJ,RED,HONDA,2020,MOTORCYCLE,2024-01-03,Bay of Plenty,4,January,4
GKR553,BLUE,TOYOTA,2008,CAR,2024-01-04,Bay of Plenty,4,January,16
600N7,SILVER,TITAN,2023,TRAILER,2024-01-04,Bay of Plenty,4,January,1
CCT357,BLUE,HOLDEN,2004,CAR,2024-01-04,Bay of Plenty,4,January,20
GLZ577,WHITE,ISUZU,2012,UTILITY TRUCK,2024-01-05,Bay of Plenty,4,January,12
LDP626,SILVER,NISSAN,2018,CAR,2024-01-05,Bay of Plenty,4,January,6
MHC615,GREEN,TOYOTA,2004,UTILITY TRUCK,2024-01-05,Bay of Plenty,4,January,20
Z2011,GREEN,HOMEBUILT,1995,TRAILER,2024-01-05,Bay of Plenty,4,January,29
MBC933,BLACK,AUDI,2004,CAR,2024-01-06,Bay of Plenty,4,January,20
41UJJ,BLACK,HONDA,2001,MOTORCYCLE,2024-01-06,Bay of Plenty,4,January,23
JTB464,SILVER,TOYOTA,2005,CAR,2024-01-07,Bay of Plenty,4,January,19
FCP636,RED,MAZDA,2003,CAR,2024-01-07,Bay of Plenty,4,January,21
NCZ147,WHITE,RENAULT,2020,VAN,2024-01-08,Bay of Plenty,4,January,4
JLL309,SILVER,MAZDA,2010,CAR,2024-01-08,Bay of Plenty,4,January,14
BSQ706,RED,FORD,2003,UTILITY TRUCK,2024-01-08,Bay of Plenty,4,January,21
HNN131,BLACK,MERCEDES-BENZ,2005,CAR,2024-01-08,Bay of Plenty,4,January,19
NNM968,SILVER,TOYOTA,2015,CAR,2024-01-08,Bay of Plenty,4,January,9
KPH175,WHITE,MITSUBISHI,2013,CAR,2024-01-09,Bay of Plenty,4,January,11
DGQ472,SILVER,TOYOTA,2006,UTILITY TRUCK,2024-01-09,Bay of Plenty,4,January,18
NBL612,BLUE,TOYOTA,1996,CAR,2024-01-10,Bay of Plenty,4,January,28
3889R,GREY,DMW,2000,TRAILER,2024-01-10,Bay of Plenty,4,January,24
SA1684,BLACK,HOLDEN,1972,UTILITY TRUCK,2024-01-10,Bay of Plenty,4,January,52
EHN166,SILVER,FORD,2008,CAR,2024-01-11,Bay of Plenty,4,January,16
MPR697,BLACK,TOYOTA,2008,UTILITY TRUCK,2024-01-11,Bay of Plenty,4,January,16
37WHG,BLUE,SUZUKI,2004,MOTORCYCLE,2024-01-12,Bay of Plenty,4,January,20
LEL331,RED,SUZUKI,2010,CAR,2024-01-12,Bay of Plenty,4,January,14
FS5417,ORANGE,HOLDEN,1972,CAR,2024-01-13,Bay of Plenty,4,January,52
FSU518,SILVER,NISSAN,2011,UTILITY TRUCK,2024-01-14,Bay of Plenty,4,January,13
DWD319,GOLD,HOLDEN,2007,CAR,2024-01-14,Bay of Plenty,4,January,17
44HMQ,GREEN,HOMEBUILT,1980,TRAILER,2024-01-15,Bay of Plenty,4,January,44
556J6,SILVER,HOMEBUILT,2023,TRAILER,2024-01-15,Bay of Plenty,4,January,1
G134F,SILVER,HOMEBUILT,2005,TRAILER,2024-01-15,Bay of Plenty,4,January,19
FZU213,GREY,MAZDA,2002,CAR,2024-01-15,Bay of Plenty,4,January,22
DSF735,SILVER,FORD,2007,UTILITY TRUCK,2024-01-16,Bay of Plenty,4,January,17
MZN691,SILVER,TOYOTA,2006,UTILITY TRUCK,2024-01-16,Bay of Plenty,4,January,18
MNN677,SILVER,MITSUBISHI,2008,CAR,2024-01-16,Bay of Plenty,4,January,16
Y7364,GREY,HOMEBUILT,1995,TRAILER,2024-01-16,Bay of Plenty,4,January,29
C4NGA,BLACK,HARLEY DAVIDSON,2021,MOTORCYCLE,2024-01-17,Bay of Plenty,4,January,3
NDD848,SILVER,BENTLEY,2004,CAR,2024-01-17,Bay of Plenty,4,January,20
W614,GREY,HOMEBUILT,1994,TRAILER,2024-01-17,Bay of Plenty,4,January,30
LNG345,PURPLE,MAZDA,2007,CAR,2024-01-17,Bay of Plenty,4,January,17
EGR212,SILVER,SUZUKI,2006,CAR,2024-01-17,Bay of Plenty,4,January,18
370L1,SILVER,DMW,2022,TRAILER,2024-01-18,Bay of Plenty,4,January,2
UL5099,RED,HONDA,1996,CAR,2024-01-18,Bay of Plenty,4,January,28
HBL95,SILVER,HONDA,2006,CAR,2024-01-18,Bay of Plenty,4,January,18
DQQ616,RED,NISSAN,2006,UTILITY TRUCK,2024-01-19,Bay of Plenty,4,January,18
EBQ485,WHITE,FORD,2007,UTILITY TRUCK,2024-01-19,Bay of Plenty,4,January,17
MHS552,BLACK,SUBARU,2005,CAR,2024-01-20,Bay of Plenty,4,January,19
HRQ803,SILVER,FORD,2011,UTILITY TRUCK,2024-01-21,Bay of Plenty,4,January,13
QFU239,RED,HOLDEN,1999,CAR,2024-01-21,Bay of Plenty,4,January,25
JDT17,RED,TOYOTA,2015,UTILITY TRUCK,2024-01-22,Bay of Plenty,4,January,9
AGQ145,RED,TOYOTA,2001,CAR,2024-01-22,Bay of Plenty,4,January,23
WC6722,BLACK,NISSAN,1992,CAR,2024-01-23,Bay of Plenty,4,January,32
FBL903,WHITE,NISSAN,2004,CAR,2024-01-23,Bay of Plenty,4,January,20
17T20,SILVER,HOMEBUILT,2018,TRAILER,2024-01-23,Bay of Plenty,4,January,6
A269U,WHITE,REGAL,2002,CAMPER,2024-01-23,Bay of Plenty,4,January,22
NRE901,BLUE,MAZDA,2004,CAR,2024-01-24,Bay of Plenty,4,January,20
BDY275,GREEN,TOYOTA,2003,BUS,2024-01-24,Bay of Plenty,4,January,21
FKK137,GREY,MAZDA,2010,CAR,2024-01-25,Bay of Plenty,4,January,14
XZ5841,WHITE,TOYOTA,1995,UTILITY TRUCK,2024-01-25,Bay of Plenty,4,January,29
VETOY,BLACK,HOLDEN,2009,CAR,2024-01-25,Bay of Plenty,4,January,15
GPG948,WHITE,TOYOTA,2012,UTILITY TRUCK,2024-01-25,Bay of Plenty,4,January,12
GPQ798,GREY,NISSAN,2008,UTILITY TRUCK,2024-01-25,Bay of Plenty,4,January,16
308U1,SILVER,BRIFORD,2022,TRAILER,2024-01-25,Bay of Plenty,4,January,2
KWG512,GREY,FORD,2011,CAR,2024-01-26,Bay of Plenty,4,January,13
KBD770,BLACK,NISSAN,2011,UTILITY TRUCK,2024-01-26,Bay of Plenty,4,January,13
JTD526,WHITE,NISSAN,2007,CAR,2024-01-26,Bay of Plenty,4,January,17
GV2188,BLACK,JEEP,2011,CAR,2024-01-27,Bay of Plenty,4,January,13
CKC805,WHITE,FORD,2004,UTILITY TRUCK,2024-01-27,Bay of Plenty,4,January,20
FLM38,BLACK,NISSAN,2005,CAR,2024-01-27,Bay of Plenty,4,January,19
KPJ539,WHITE,TOYOTA,2008,VAN,2024-01-28,Bay of Plenty,4,January,16
GNJ328,SILVER,MAZDA,2002,CAR,2024-01-28,Bay of Plenty,4,January,22
NWR430,WHITE,TOYOTA,2016,CAR,2024-01-29,Bay of Plenty,4,January,8
ACZ232,SILVER,TOYOTA,2001,UTILITY TRUCK,2024-01-29,Bay of Plenty,4,January,23
ECY467,WHITE,TOYOTA,2007,UTILITY TRUCK,2024-01-29,Bay of Plenty,4,January,17
15F92,SILVER,TITAN,2018,TRAILER,2024-01-30,Bay of Plenty,4,January,6
S915B,SILVER,HOMEBUILT,2011,TRAILER,2024-01-30,Bay of Plenty,4,January,13
243P9,WHITE,HOMEBUILT,2010,CAMPER,2024-01-31,Bay of Plenty,4,January,14
C2UEU,RED,HARLEY DAVIDSON,2013,MOTORCYCLE,2024-01-31,Bay of Plenty,4,January,11
HBW922,SILVER,TOYOTA,2005,CAR,2024-01-31,Bay of Plenty,4,January,19
9U648,SILVER,HOMEBUILT,2018,TRAILER,2024-02-02,Bay of Plenty,4,February,6
DEQ140,WHITE,MAZDA,2002,CAR,2024-02-02,Bay of Plenty,4,February,22
JFW942,SILVER,SUZUKI,2015,CAR,2024-02-03,Bay of Plenty,4,February,9
96A68,GREY,HOMEBUILT,2021,TRAILER,2024-02-03,Bay of Plenty,4,February,3
JAZ719,BLUE,MAZDA,2010,CAR,2024-02-03,Bay of Plenty,4,February,14
LCP595,WHITE,MAZDA,2012,CAR,2024-02-03,Bay of Plenty,4,February,12
HFP458,GREY,NISSAN,2010,UTILITY TRUCK,2024-02-04,Bay of Plenty,4,February,14
A6LHA,GREEN,TRIUMPH,2007,MOTORCYCLE,2024-02-05,Bay of Plenty,4,February,17
FDJ809,GREY,MAZDA,2009,CAR,2024-02-06,Bay of Plenty,4,February,15
HZJ427,BLACK,MAZDA,2004,UTILITY TRUCK,2024-02-06,Bay of Plenty,4,February,20
CHP777,GOLD,NISSAN,2004,CAR,2024-02-08,Bay of Plenty,4,February,20
FHF261,WHITE,TOYOTA,2001,CAR,2024-02-08,Bay of Plenty,4,February,23
HMW303,GREY,NISSAN,2005,CAR,2024-02-09,Bay of Plenty,4,February,19
4T796,BLACK,HOMEBUILT,2016,TRAILER,2024-02-09,Bay of Plenty,4,February,8
C6UKK,YELLOW,FORZA,2023,MOTORCYCLE,2024-02-09,Bay of Plenty,4,February,1
HJJ7,SILVER,TOYOTA,2001,CAR,2024-02-09,Bay of Plenty,4,February,23
QJA300,SILVER,NISSAN,2006,CAR,2024-02-09,Bay of Plenty,4,February,18
C6NGU,BLUE,HARLEY DAVIDSON,1999,MOTORCYCLE,2024-02-10,Bay of Plenty,4,February,25
ZVIRUS,BLACK,NISSAN,2007,CAR,2024-02-10,Bay of Plenty,4,February,17
PSJ886,BLACK,SUBARU,2012,CAR,2024-02-11,Bay of Plenty,4,February,12
EKD516,SILVER,FORD,2006,UTILITY TRUCK,2024-02-11,Bay of Plenty,4,February,18
65P52,SILVER,HOMEBUILT,2020,TRAILER,2024-02-12,Bay of Plenty,4,February,4
52Z70,WHITE,HOMEBUILT,2009,CAMPER,2024-02-13,Bay of Plenty,4,February,15
KAH61,GOLD,FORD,2003,CAR,2024-02-13,Bay of Plenty,4,February,21
EYA596,SILVER,NISSAN,2001,BUS,2024-02-14,Bay of Plenty,4,February,23
Q835G,SILVER,HOMEBUILT,2004,TRAILER,2024-02-15,Bay of Plenty,4,February,20
ERA296,GREEN,NISSAN,1993,CAR,2024-02-17,Bay of Plenty,4,February,31
GEQ858,BLACK,HOLDEN,2010,UTILITY TRUCK,2024-02-17,Bay of Plenty,4,February,14
FKF226,GOLD,TOYOTA,2002,CAR,2024-02-18,Bay of Plenty,4,February,22
MYE436,BLACK,NISSAN,2009,CAR,2024-02-18,Bay of Plenty,4,February,15
EMN180,SILVER,KIA,2008,CAR,2024-02-18,Bay of Plenty,4,February,16
MWC768,SILVER,TOYOTA,2013,CAR,2024-02-19,Bay of Plenty,4,February,11
GCR424,WHITE,ISUZU,1997,UTILITY TRUCK,2024-02-19,Bay of Plenty,4,February,27
KUP793,WHITE,MAZDA,2012,CAR,2024-02-19,Bay of Plenty,4,February,12
LUB848,BROWN,NISSAN,2008,CAR,2024-02-20,Bay of Plenty,4,February,16
BGP622,SILVER,NISSAN,2003,UTILITY TRUCK,2024-02-20,Bay of Plenty,4,February,21
LKL172,BLACK,BMW,2006,CAR,2024-02-21,Bay of Plenty,4,February,18
12345,YELLOW,VOLVO,2017,UTILITY TRUCK,2024-02-21,Bay of Plenty,4,February,7
C9FKM,BLACK,ADLY,2021,MOTORCYCLE,2024-02-22,Bay of Plenty,4,February,3
ECS436,RED,TOYOTA,2000,CAR,2024-02-22,Bay of Plenty,4,February,24
ETG756,SILVER,MAZDA,2008,UTILITY TRUCK,2024-02-22,Bay of Plenty,4,February,16
K587P,GREY,HOMEBUILT,2007,TRAILER,2024-02-23,Bay of Plenty,4,February,17
UK1182,WHITE,MITSUBISHI,1985,CAMPER,2024-02-23,Bay of Plenty,4,February,39
DWK795,BLUE,HOLDEN,1998,CAR,2024-02-23,Bay of Plenty,4,February,26
PDY179,RED,ISUZU,2016,UTILITY TRUCK,2024-02-24,Bay of Plenty,4,February,8
BWP803,WHITE,MAZDA,2004,CAR,2024-02-24,Bay of Plenty,4,February,20
KZE685,WHITE,NISSAN DIESEL,1997,UTILITY TRUCK,2024-02-25,Bay of Plenty,4,February,27
49YHJ,RED,KAWASAKI,2006,MOTORCYCLE,2024-02-25,Bay of Plenty,4,February,18
QJA309,WHITE,SSANGYONG,2014,UTILITY TRUCK,2024-02-25,Bay of Plenty,4,February,10
502M7,YELLOW,HOMEBUILT,2023,TRAILER,2024-02-26,Bay of Plenty,4,February,1
PGL562,SILVER,HOLDEN,2007,UTILITY TRUCK,2024-02-26,Bay of Plenty,4,February,17
319F7,SILVER,HOMEBUILT,2022,TRAILER,2024-02-26,Bay of Plenty,4,February,2
4.79E+05,SILVER,HOMEBUILT,2017,TRAILER,2024-02-27,Bay of Plenty,4,February,7
479E3,SILVER,HOMEBUILT,2017,TRAILER,2024-02-27,Bay of Plenty,4,February,7
FCL28,SILVER,NISSAN,2009,UTILITY TRUCK,2024-02-27,Bay of Plenty,4,February,15
EQS171,BLACK,NISSAN,2008,UTILITY TRUCK,2024-02-27,Bay of Plenty,4,February,16
JUY415,SILVER,MITSUBISHI,2005,CAR,2024-02-27,Bay of Plenty,4,February,19
693T1,SILVER,KIWIAZ,2023,TRAILER,2024-02-29,Bay of Plenty,4,February,1
YM5954,GREEN,DAIHATSU,1999,CAR,2024-02-29,Bay of Plenty,4,February,25
ERW409,SILVER,VOLKSWAGEN,2008,CAR,2024-03-01,Bay of Plenty,4,March,16
KLG80,SILVER,TOYOTA,2005,CAR,2024-03-01,Bay of Plenty,4,March,19
QHM161,RED,MAZDA,2008,CAR,2024-03-01,Bay of Plenty,4,March,16
HAL245,BLACK,SUZUKI,2004,CAR,2024-03-01,Bay of Plenty,4,March,20
