no_plate,color,company_name,vehicle_desc,model_year,vehicle_type,date_stolen,district_name
AEC763,Green,Suzuki,ESCUDO,1995,Stationwagon,4/8/2024,Northland
AEJ190,Blue,Honda,CIVIC,2001,Saloon,11/19/2023,Counties/Manukau
AEN418,Grey,Toyota,HILUX,1989,Stationwagon,4/29/2024,Wellington
AEW647,White,Mazda,DEMIO,2001,Hatchback,12/25/2023,Canterbury
AEZ260,Silver,Mazda,BOUNTY,2001,Utility,12/21/2023,Southern
AFB451,Grey,Nissan,PULSAR,1994,Hatchback,4/4/2024,Auckland City
AFD620,Red,Toyota,HIACE,2001,Light Van,3/15/2024,Canterbury
AFM450,Blue,Toyota,HIACE,1998,Light Van,5/9/2024,Auckland City
AFS963,White,Toyota,HIACE,1985,Light Van,12/1/2023,Canterbury
AGA558,Red,Ford,COURIER,2001,Utility,1/7/2024,Northland
AGE617,White,Toyota,DYNA,1989,Other Truck,3/17/2024,Central
AGN124,Silver,Ford,COURIER,2001,Utility,4/26/2024,Wellington
AGP181,Red,Holden,VX COMMODORE,2001,Saloon,4/10/2024,Waitemata
AGQ145,Red,Toyota,ECHO,2001,Hatchback,1/22/2024,Bay of Plenty
AHD269,Black,Mercedes-Benz,190E,1990,Saloon,12/18/2023,Bay of Plenty
AHD507,Orange,Holden,VX COMMODORE,2001,Saloon,12/17/2023,Central
AHJ827,Blue,Honda,CIVIC,1992,Saloon,2/25/2024,Waikato
AHT184,Silver,Nissan,NAVARA,2001,Utility,12/30/2023,Waitemata
AHZ972,Blue,Toyota,HILUX,2001,Utility,11/27/2023,Bay of Plenty
AJD475,White,Mazda,BOUNTY,2002,Utility,3/17/2024,Waikato
AJH288,White,Toyota,TOYOACE,1995,Other Truck,4/2/2024,Counties/Manukau
AJL867,White,Mazda,BOUNTY,2001,Utility,12/8/2023,Canterbury
AJU654,White,Toyota,CARINA,1997,Saloon,3/11/2024,Wellington
AJY753,Blue,Ford,FALCON,2001,Saloon,2/13/2024,Waikato
AJY838,White,Toyota,HILUX,2001,Utility,1/8/2024,Counties/Manukau
AKA551,Red,Ford,COURIER,2001,Utility,4/12/2024,Waikato
AKG939,Green,Toyota,HILUX,2001,Utility,4/23/2024,Waikato
AKJ368,Red,Toyota,PRADO,1994,Stationwagon,3/6/2024,Canterbury
AKS726,Green,Ford,COURIER,1999,Utility,4/10/2024,Canterbury
AKS726,Green,Ford,COURIER,1999,Utility,4/10/2024,Tasman
AKS726,Green,Ford,COURIER,1999,Utility,4/16/2024,Canterbury
AKS726,Green,Ford,COURIER,1999,Utility,4/16/2024,Canterbury
AKS799,Gold,Hyundai,ELANTRA,2002,Hatchback,5/12/2024,Eastern
ALF909,White,Toyota,HIACE,1994,Light Van,12/18/2023,Canterbury
ALL188,Blue,Toyota,HILUX,2002,Utility,11/25/2023,Wellington
ALL621,Grey,Toyota,HILUX,1992,Stationwagon,1/11/2024,Canterbury
ALOST,Red,Honda,XR150,2016,,4/14/2024,Waikato
ALP126,Silver,Ford,COURIER,2002,Utility,12/8/2023,Wellington
AMB100,Red,Toyota,COROLLA,2002,Saloon,5/4/2024,Counties/Manukau
AME177,Green,Nissan,MAXIMA,2002,Saloon,12/16/2023,Eastern
AMQ333,Silver,Toyota,CORSA,1998,Hatchback,1/16/2024,Auckland City
AMR1TS,Red,BMW,320D,2012,Saloon,4/25/2024,Counties/Manukau
AMS746,Silver,Holden,RODEO 4X2,2002,Utility,1/6/2024,Southern
ANB384,White,Ford,COURIER,2002,Utility,12/4/2023,Canterbury
ANC399,Red,Ford,COURIER,2002,Utility,3/13/2024,Counties/Manukau
ANE720,Black,Nissan,TERRANO,1993,Stationwagon,1/9/2024,Canterbury
ANG400,White,Toyota,LANDCRUISER,2002,Utility,4/7/2024,Southern
ANG483,White,Ford,COURIER,2002,Utility,1/28/2024,Southern
ANS319,Green,Mazda,BOUNTY,2002,Utility,2/21/2024,Waikato
ANY140,Blue,Mitsubishi,PAJERO,1995,Stationwagon,3/15/2024,Northland
ANY241,Blue,Toyota,MARINO,1997,Saloon,3/3/2024,Auckland City
APC310,Silver,Nissan,PRIMERA,1998,Saloon,5/1/2024,Waikato
APE736,Green,Toyota,LANDCRUISER,1996,Stationwagon,3/2/2024,Wellington
APJ223,Blue,Holden,VX COMMODORE,2002,Saloon,1/7/2024,Central
APL713,Green,Toyota,HILUX,2002,Utility,2/22/2024,Wellington
APW112,Silver,Nissan,PRIMERA,2002,Saloon,12/29/2023,Bay of Plenty
APY518,Green,Nissan,LUCINO,1995,Saloon,3/14/2024,Waikato
APZ759,Green,Mazda,BOUNTY,2002,Utility,4/24/2024,Northland
AQN303,Blue,Ford,COURIER,2002,Utility,12/6/2023,Central
AQP315,Purple,Isuzu,BIGHORN,1995,Stationwagon,12/13/2023,Canterbury
AQQ218,Silver,Mazda,CAPELLA,1998,Stationwagon,1/5/2024,Central
AQU750,Red,Holden,VX COMMODORE,2002,Saloon,5/9/2024,Counties/Manukau
AQY647,White,Ford,COURIER,2002,Utility,1/20/2024,Canterbury
ARA977,Silver,Nissan,NAVARA,2001,Utility,4/11/2024,Northland
ARC797,Blue,Mitsubishi,DIAMANTE,2002,Saloon,11/22/2023,Waitemata
ARC830,White,Toyota,HIACE,2002,Light Van,1/17/2024,Wellington
ARD977,Red,Toyota,HILUX,2002,Utility,3/15/2024,Wellington
ARF674,Blue,Toyota,HILUX,1996,Stationwagon,11/29/2023,Canterbury
ARY163,Blue,Toyota,LANDCRUISER,1991,Stationwagon,12/5/2023,Canterbury
ASE779,White,Ford,COURIER,2002,Utility,4/5/2024,Northland
ASL386,Brown,Toyota,HILUX,2002,Utility,5/16/2024,Canterbury
ASL550,Green,Mazda,BOUNTY,2002,Utility,5/12/2024,Canterbury
ASL890,Silver,Mitsubishi,LANCER,2002,Saloon,3/17/2024,Waikato
ASN781,Green,Hyundai,H100,2002,Light Van,4/5/2024,Waikato
ASQ910,Blue,Toyota,ECHO,2002,Hatchback,1/17/2024,Canterbury
ASR200,White,Toyota,HILUX,2002,Utility,3/10/2024,Wellington
ASU820,Blue,Landrover,FREELANDER,2002,Stationwagon,1/2/2024,Waikato
ASY554,White,Toyota,HIACE,1999,Light Bus,4/6/2024,Waitemata
ASZ249,Red,Ford,MONDEO,2002,Saloon,11/17/2023,Canterbury
ATB253,Orange,Holden,VX COMMODORE,2000,Saloon,4/15/2024,Counties/Manukau
ATF394,Gold,Mazda,ROADSTER,1998,Convertible,12/20/2023,Canterbury
ATY627,White,Toyota,HILUX,2002,Utility,11/18/2023,Eastern
ATZ310,Brown,Holden,VX COMMODORE,2002,Saloon,2/10/2024,Canterbury
AUA706,Purple,Holden,VS COMMODORE,1997,Saloon,3/15/2024,Counties/Manukau
AUG330,Silver,Ford,FALCON UTE,2002,Utility,12/7/2023,Canterbury
AUG410,White,Ford,COURIER,2002,Utility,1/7/2024,Canterbury
AUG44,Red,Honda,TR190,0,Trail Bike,4/1/2024,Eastern
AUH368,White,Toyota,HIACE,1999,Light Van,3/19/2024,Wellington
AUH646,White,Nissan,VANETTE,1996,Light Van,2/27/2024,Wellington
AUJ744,Silver,Toyota,HILUX,2002,Utility,1/6/2024,Northland
AUJLA4,Silver,Hyundai,SANTA FE,2007,Stationwagon,2/15/2024,Waikato
AUL136,Blue,Subaru,LEGACY,2001,Saloon,2/16/2024,Southern
AUZ650,Silver,Toyota,ECHO,2002,Hatchback,12/15/2023,Central
AWC331,Blue,Nissan,MAXIMA,2002,Saloon,4/23/2024,Eastern
AWK476,Green,Mazda,BOUNTY,2002,Utility,1/24/2024,Wellington
AWN967,White,Mazda,BOUNTY,2002,Utility,12/10/2023,Central
AWR101,Grey,Nissan,SAFARI,1992,Stationwagon,12/12/2023,Waitemata
AWT447,White,Toyota,HILUX,2002,Utility,2/26/2024,Wellington
AYE594,Blue,Ford,COURIER,2002,Utility,4/11/2024,Waikato
AYP603,White,Mitsubishi,PAJERO,2002,Stationwagon,5/5/2024,Bay of Plenty
AYS115,Silver,Nissan,PRIMERA,1999,Saloon,4/15/2024,Northland
AYS860,Black,Ford,F-SERIES,2002,Utility,12/11/2023,Eastern
AYT536,White,Toyota,LANDCRUISER,2002,Light Bus,4/14/2024,Bay of Plenty
AYU942,Blue,Mazda,323,2002,Hatchback,1/3/2024,Wellington
AYU963,White,Toyota,HIACE,1992,Mobile Home - Light,3/29/2024,Auckland City
AYW343,Silver,Holden,RODEO 4X2,2002,Utility,4/4/2024,Waitemata
AYY746,Silver,Toyota,COROLLA,2002,Saloon,1/21/2024,Waikato
AZC145,White,Mitsubishi,FUSO,1995,Other Truck,2/7/2024,Counties/Manukau
AZE951,Silver,Toyota,LANDCRUISER,1997,Stationwagon,2/14/2024,Canterbury
AZR890,Red,Subaru,LEGACY,2002,Stationwagon,4/15/2024,Bay of Plenty
AZZ254,White,Nissan,PULSAR,1995,Saloon,5/10/2024,Waitemata
B1BYW,Black,Znen,ZN50QT-D,2015,Moped,3/27/2024,Waitemata
B1DAP,Black,Honda,VTR,2001,Roadbike,12/22/2023,Waitemata
B1HYT,Black,Benelli,CAFFENERO,2017,Roadbike,2/28/2024,Auckland City
B1RYQ,Blue,Yamaha,MT-07,2018,Roadbike,3/13/2024,Wellington
B1SHU,Green,Honda,TODAY,2010,Moped,12/13/2023,Auckland City
B1ZZL,Black,Suzuki,GSX150,2020,Roadbike,12/16/2023,Auckland City
B224R,White,Jayco,HERITAGE,2003,Caravan,11/28/2023,Waikato
B2CDF,Blue,Kawasaki,Z,2002,Roadbike,12/22/2023,Wellington
B2GLR,Black,Moped,YIBEN,2016,Moped,1/19/2024,Auckland City
B2JQR,Orange,Yamaha,MT-09,2017,Roadbike,1/29/2024,Auckland City
B2MPY,Black,Forza,CICLONE,2017,Moped,12/6/2023,Auckland City
B2NAC,Grey,Yamaha,YW50,2017,Moped,12/18/2023,Counties/Manukau
B2QPR,Black,Forza,CAPRI,2018,Moped,4/12/2024,Waikato
B2UJF,Black,Suzuki,GSX150,2019,Roadbike,11/17/2023,Auckland City
B2WSD,White,Ubco,2X2,2018,Moped,4/30/2024,Bay of Plenty
B388E,Green,Homebuilt,TRAILER,2002,Trailer,12/13/2023,Canterbury
B3DUK,White,Factory Built,LINTEX,2016,Moped,3/23/2024,Canterbury
B3FBP,Grey,Suzuki,DR-Z400S,2016,Roadbike,2/19/2024,Wellington
B3GKN,White,KTM,390,2016,Roadbike,4/11/2024,Waikato
B3LYC,Black,Yamaha,YZF,2017,Roadbike,3/22/2024,Auckland City
B3NKG,Blue,Suzuki,GSX250,2017,Roadbike,1/20/2024,Wellington
B3QEC,Black,Kawasaki,ER,2018,Roadbike,3/17/2024,Waikato
B3SFB,Black,Harley Davidson,DYNA,2006,Roadbike,4/23/2024,Eastern
B3SJR,Orange,KTM,EXC,2005,Roadbike,5/15/2024,Waitemata
B3WJD,Blue,Suzuki,UZ50,2019,Moped,3/3/2024,Wellington
B3YCS,Red,Yamaha,YZF,2015,Roadbike,4/23/2024,Waitemata
B3ZNS,Blue,Yamaha,JOG,2019,Moped,3/31/2024,Waitemata
B3ZWQ,Black,Forza,CICLONE,2020,Moped,11/20/2023,Canterbury
B4AMH,Black,Suzuki,GN125H,2015,Roadbike,3/29/2024,Waitemata
B4DLU,Blue,Royal Enfield,BULLET,2016,Roadbike,5/15/2024,Auckland City
B4EDR,Red,Piaggio,ZIP,2016,Moped,1/18/2024,Waikato
B4FLF,Black,Piaggio,ZIP,2017,Moped,4/11/2024,Waitemata
B4NMC,Red,Forza,CICLONE,2018,Moped,3/5/2024,Auckland City
B4PSU,Black,Honda,CBR,2018,Roadbike,12/16/2023,Waitemata
B4QAP,White,SYM,CROX,2018,Moped,2/13/2024,Canterbury
B4TMY,White,Suzuki,UK,2019,Roadbike,2/24/2024,Auckland City
B4YGM,Red,Yamaha,YZF-R3A,2019,Roadbike,4/10/2024,Wellington
B4YYH,Blue,Suzuki,GSX-R750,2007,Roadbike,12/17/2023,Tasman
B5BMQ,Black,Suzuki,UZ50,2015,Moped,3/16/2024,Auckland City
B5DFE,Red,Vespa,PRIMAVERA,2016,Moped,2/19/2024,Auckland City
B5DMS,Black,TNT Motor,ROMA,2016,Moped,2/25/2024,Wellington
B5HGK,Blue,Suzuki,UZ50,2016,Moped,12/8/2023,Auckland City
B5NPE,Green,Kawasaki,EX,2009,Roadbike,4/29/2024,Waikato
B5PAE,Brown,Kawasaki,ZR,2018,Roadbike,4/10/2024,Central
B5PDR,Black,Znen,ZN50QT-51A,2018,Moped,4/1/2024,Waikato
B5RJK,Black,TNT Motor,ROMA,2018,Moped,12/7/2023,Wellington
B5SHE,Red,Ducati,SUPERBIKE,2018,Roadbike,3/12/2024,Waitemata
B5SMN,Blue,BMW,G310,2018,Roadbike,2/24/2024,Auckland City
B5TCE,White,KTM,390,2018,Roadbike,11/23/2023,Wellington
B5ULZ,Black,TNT Motor,OTTO,2019,Moped,2/21/2024,Waikato
B5UUD,Grey,Piaggio,ZIP,2019,Roadbike,2/18/2024,Waikato
B5YBD,Red,Forza,CICLONE,2019,Moped,5/6/2024,Canterbury
B652L,Grey,Trailer,HOMEBUILT,2003,Trailer,4/7/2024,Bay of Plenty
B6BFG,Blue,Suzuki,LS650,2015,Roadbike,12/9/2023,Auckland City
B6DPD,Blue,Honda,SUPER CUB,2005,Moped,5/8/2024,Canterbury
B6GRN,Silver,Factory Built,ADLY,2016,Moped,3/23/2024,Canterbury
B6GRN,Silver,Factory Built,ADLY,2016,Moped,3/26/2024,Canterbury
B6GUP,Red,CFMOTO,650,2016,Roadbike,3/21/2024,Waikato
B6JCT,Black,ADLY,GTC-50,2017,Moped,2/7/2024,Auckland City
B6LTK,Grey,Suzuki,TU250X,2017,Roadbike,1/23/2024,Wellington
B6QZT,Black,Suzuki,GSX150,2018,Roadbike,3/20/2024,Wellington
B6TEY,Black,Moped,YIBEN,2019,Moped,3/4/2024,Auckland City
B6TNZ,White,SYM,CROX,2019,Moped,2/21/2024,Central
B7BNB,Grey,Suzuki,DR650SE,2015,Roadbike,3/8/2024,Wellington
B7CAS,Black,TNT Motor,OTTO,2015,Moped,5/1/2024,Wellington
B7CZF,Black,Suzuki,GW250,2015,Roadbike,12/27/2023,Auckland City
B7DAY,Blue,Yamaha,YZF,2015,Roadbike,5/8/2024,Canterbury
B7FEJ,Black,PGO,LIGERO,2016,Moped,4/7/2024,Waikato
B7FKL,Blue,Suzuki,AZ50X,2000,Moped,12/20/2023,Waitemata
B7FMK,Orange,KTM,390,2018,Roadbike,3/25/2024,Wellington
B7RFK,Silver,Piaggio,MEDLEY,2018,Roadbike,4/25/2024,Wellington
B7RRW,Grey,Yamaha,MT-03,2018,Roadbike,2/7/2024,Auckland City
B7RTE,Blue,Kawasaki,EX,2018,Roadbike,4/3/2024,Waitemata
B7TFP,Blue,Suzuki,UK,2019,Roadbike,12/12/2023,Wellington
B7UFL,Black,TNT Motor,ROMA,2017,Moped,12/17/2023,Waitemata
B7YMP,Black,Suzuki,UZ50,2019,Moped,2/10/2024,Waitemata
B7ZBW,White,ADLY,GTA 50,2019,Moped,3/2/2024,Auckland City
B7ZGY,Red,Honda,CRF,2019,Roadbike,4/12/2024,Wellington
B843N,Silver,Trailer,PRESCOTT,1989,Trailer,3/16/2024,Central
B8BRZ,Grey,Peugeot,KISBEE,2015,Moped,5/2/2024,Auckland City
B8CBM,Green,Kawasaki,EX,2015,Roadbike,5/5/2024,Auckland City
B8DLE,Yellow,Suzuki,DR-Z250,2016,Roadbike,4/8/2024,Wellington
B8DRA,Grey,Suzuki,GSX250,2002,Roadbike,11/27/2023,Waikato
B8ENF,Blue,Yamaha,YZF,2016,Roadbike,4/25/2024,Waitemata
B8FDE,Grey,Yamaha,MTM850,2016,Roadbike,12/15/2023,Wellington
B8FLG,Black,Piaggio,ZIP,2017,Moped,4/1/2024,Auckland City
B8FTQ,Green,Polaris,ETX,2016,All Terrain Vehicle,1/27/2024,Eastern
B8GFA,Blue,Honda,GLH,2016,Roadbike,3/8/2024,Canterbury
B8GFK,Red,Honda,CBR,2012,Roadbike,4/17/2024,Wellington
B8JQM,Black,Suzuki,UK,2017,Roadbike,1/9/2024,Wellington
B8MYW,Red,Factory Built,ARIIC,2017,Moped,3/21/2024,Canterbury
B8NGY,Blue,Hyosung,GT250,2007,Roadbike,1/10/2024,Counties/Manukau
B8QJG,Red,Piaggio,ZIP,2016,Moped,1/26/2024,Wellington
B8RFK,Black,TNT Motor,ROMA,2018,Moped,12/15/2023,Wellington
B8SML,Red,Piaggio,FLY,2018,Roadbike,12/4/2023,Wellington
B8SSH,Black,Suzuki,GW250,2015,Roadbike,3/20/2024,Central
B8TYN,Red,Ducati,MONSTER,2010,Roadbike,2/20/2024,Counties/Manukau
B8WKP,Black,Indian,CHIEFTAIN,2019,Roadbike,4/1/2024,Waitemata
B8WZA,Black,Suzuki,SV650AU,2019,Roadbike,12/6/2023,Counties/Manukau
B8YTU,Black,Moto Guzzi,V7,2019,Roadbike,4/3/2024,Waikato
B8ZGE,Yellow,Suzuki,DR-Z250,2019,Roadbike,5/6/2024,Canterbury
B8ZYJ,Red,Honda,C,2020,Roadbike,1/3/2024,Bay of Plenty
B973U,,,,0,,5/10/2024,Central
B9FJQ,White,Kawasaki,EX,2014,Roadbike,5/14/2024,Counties/Manukau
B9FST,Red,Cagiva,RAPTOR,2016,Roadbike,12/14/2023,Wellington
B9HCJ,Red,Honda,VTR,2000,Roadbike,12/14/2023,Auckland City
B9KDY,Black,Piaggio,ZIP,2017,Moped,4/28/2024,Auckland City
B9MAC,Black,Forza,CAPRI,2017,Moped,4/26/2024,Waikato
B9NPZ,Black,Aprilia,SR MOTARD,2018,Moped,12/18/2023,Wellington
B9PAB,Silver,Honda,CMX,2018,Roadbike,3/6/2024,Counties/Manukau
B9QFC,Black,Yamaha,MT-03,2017,Roadbike,5/9/2024,Canterbury
B9QZY,Black,Hyosung,GT250,2012,Roadbike,5/5/2024,Northland
B9SDA,Blue,TNT Motor,ROMA,2018,Moped,12/10/2023,Auckland City
B9UGH,Silver,Kawasaki,KLR,2008,Roadbike,1/30/2024,Wellington
B9WQN,Red,Factory Built,ARIIC,2019,Moped,4/22/2024,Canterbury
B9YDF,Black,Suzuki,GN125H,2009,Roadbike,3/27/2024,Central
BAB594,Blue,Toyota,LANDCRUISER,1996,Stationwagon,1/15/2024,Central
BABEZ,Black,BMW,X6,2009,Stationwagon,3/28/2024,Counties/Manukau
BABY0,Grey,Kawasaki,EX,2023,Roadbike,1/1/2024,Auckland City
BAC166,Blue,Suzuki,LIANA,2002,Hatchback,1/18/2024,Southern
BAC874,White,Toyota,HIACE,2002,Light Van,12/14/2023,Wellington
BAN497,Blue,Mitsubishi,DIAMANTE,2002,Saloon,11/25/2023,Southern
BBB375,Brown,Nissan,LARGO,1994,Light Van,11/27/2023,Bay of Plenty
BBB855,Blue,Mazda,BOUNTY,2002,Utility,2/3/2024,Waikato
BBG736,Red,Holden,VX COMMODORE,2001,Saloon,11/20/2023,Central
BBM743,Brown,Toyota,RAV4,2002,Stationwagon,11/18/2023,Northland
BBN201,Red,Honda,ORTHIA,1996,Stationwagon,2/20/2024,Wellington
BBW787,White,Mazda,BOUNTY,2002,Utility,5/8/2024,Bay of Plenty
BCB446,Red,Mazda,BOUNTY,1999,Utility,4/30/2024,Bay of Plenty
BCH104,Green,Nissan,MARCH,1996,Hatchback,4/9/2024,Waikato
BCJ116,White,Mazda,BOUNTY,2002,Utility,4/5/2024,Tasman
BCJ116,White,Mazda,BOUNTY,2002,Utility,4/5/2024,Canterbury
BCP421,Blue,Toyota,CAMRY,1999,Stationwagon,12/27/2023,Counties/Manukau
BCS198,Green,Toyota,LANDCRUISER,1996,Stationwagon,4/16/2024,Canterbury
BCZ293,White,Mitsubishi,RVR,1998,Stationwagon,12/5/2023,Counties/Manukau
BDE142,Blue,Toyota,TOYOACE,1996,Other Truck,4/15/2024,Northland
BDE391,Silver,Toyota,CALDINA,1998,Stationwagon,4/16/2024,Canterbury
BDJ881,Grey,Nissan,TERRANO,1995,Stationwagon,2/15/2024,Canterbury
BDM987,Green,Mercedes-Benz,CLK,2003,Saloon,12/27/2023,Wellington
BDN946,Red,Toyota,HILUX,2003,Utility,5/16/2024,Canterbury
BDY275,Green,Toyota,HIACE,2003,Light Bus,1/24/2024,Bay of Plenty
BED404,White,Mazda,MAZDA6,2003,Stationwagon,4/25/2024,Counties/Manukau
BED739,Blue,Ford,COURIER,2000,Utility,5/3/2024,Wellington
BEE975,Blue,Lexus,IS200,2003,Saloon,5/5/2024,Canterbury
BEG548,Silver,Ford,COURIER,2003,Utility,3/21/2024,Canterbury
BEJ206,White,Toyota,HIACE,2003,Light Van,1/31/2024,Waitemata
BEK304,Gold,Nissan,TERRANO,1996,Stationwagon,4/18/2024,Counties/Manukau
BEP866,White,Mitsubishi,LANCER,2002,Saloon,3/20/2024,Canterbury
BEW445,Green,Nissan,NAVARA,2003,Utility,3/7/2024,Central
BEY527,Purple,Nissan,DATSUN,1996,Utility,5/12/2024,Auckland City
BFA299,Green,Nissan,SAFARI,1990,Stationwagon,4/7/2024,Canterbury
BFF728,Silver,Ford,COURIER,2003,Utility,2/5/2024,Waikato
BFF898,Silver,Toyota,HIACE,1994,Light Van,5/14/2024,Wellington
BFZ900,White,Toyota,DYNA,1997,Flat Deck Truck,1/25/2024,Waikato
BGC827,Grey,BMW,X5,2003,Stationwagon,2/8/2024,Counties/Manukau
BGD103,Green,Daewoo,MATIZ,2003,Hatchback,11/30/2023,Auckland City
BGK559,Blue,Toyota,HILUX,1997,Stationwagon,1/10/2024,Canterbury
BGL805,White,Toyota,HILUX,2003,Utility,3/22/2024,Waitemata
BGM261,White,Ford,COURIER,2003,Utility,5/1/2024,Central
BGP337,Red,Toyota,LANDCRUISER,1991,Stationwagon,12/8/2023,Counties/Manukau
BGP622,Silver,Nissan,NAVARA,2003,Utility,2/20/2024,Bay of Plenty
BGQ703,White,Toyota,HILUX,2003,Utility,1/7/2024,Waikato
BGU861,White,Toyota,TOWNACE,1995,Light Van,1/9/2024,Counties/Manukau
BHB868,Grey,Mitsubishi,PAJERO,1995,Stationwagon,12/15/2023,Bay of Plenty
BHD850,Grey,Nissan,TERRANO,1994,Stationwagon,12/24/2023,Canterbury
BHE200,White,Toyota,HIACE,1992,Light Van,12/15/2023,Canterbury
BHL415,Blue,Toyota,HIACE,2003,Light Van,1/9/2024,Canterbury
BHRBFS,Green,,LIME SCOOTER,0,,11/20/2023,Canterbury
BHU295,Red,Mazda,BOUNTY,2003,Utility,2/16/2024,Northland
BJC449,Silver,Nissan,CEFIRO,1996,Saloon,4/12/2024,Bay of Plenty
BJE721,Green,Jeep,CHEROKEE,1995,Stationwagon,1/5/2024,Waitemata
BJH638,White,Toyota,COROLLA,2003,Hatchback,2/26/2024,Canterbury
BJK172,Green,Ford,COURIER,2003,Utility,1/28/2024,Waikato
BJL234,Brown,Toyota,RAV4,2003,Stationwagon,4/1/2024,Counties/Manukau
BJP161,Blue,Mazda,FAMILIA,1995,Hatchback,11/17/2023,Wellington
BJQ162,Green,Toyota,LANDCRUISER,1996,Stationwagon,4/2/2024,Counties/Manukau
BJQ224,Blue,Toyota,COROLLA,1996,Stationwagon,3/19/2024,Eastern
BJR888,Blue,Mazda,BOUNTY,2003,Utility,2/27/2024,Canterbury
BJU111,Blue,Nissan,TERRANO,1996,Stationwagon,1/16/2024,Central
BJY899,Red,BMW,318I,1996,Saloon,3/26/2024,Canterbury
BKC110,Green,Mazda,CAPELLA,1997,Saloon,3/25/2024,Waikato
BKG871,Silver,Ford,COURIER,2003,Utility,1/29/2024,Canterbury
BKN316,Red,Toyota,HILUX,1995,Stationwagon,1/29/2024,Central
BKW532,White,Mitsubishi,LEGNUM,1996,Stationwagon,2/1/2024,Auckland City
BKY658,Blue,Mazda,BOUNTY,2003,Utility,12/1/2023,Auckland City
BKY999,Silver,Mazda,FAMILIA,2000,Stationwagon,3/25/2024,Waitemata
BKZ506,White,Mazda,B2500,1998,Utility,2/12/2024,Waikato
BLC540,Blue,Mitsubishi,CANTER,1991,Other Truck,1/7/2024,Auckland City
BLC863,Silver,Toyota,SPACIO,1999,Stationwagon,4/21/2024,Waitemata
BLC880,Green,Toyota,EMINA,1996,Stationwagon,5/14/2024,Counties/Manukau
BLF963,Green,Toyota,COROLLA,2003,Stationwagon,12/26/2023,Northland
BLG476,White,Mitsubishi,DELICA,1996,Light Van,5/9/2024,Wellington
BLK557,Blue,Toyota,HIACE,2003,Light Bus,4/22/2024,Wellington
BLM623,Blue,Toyota,PRADO,1996,Stationwagon,2/11/2024,Canterbury
BLN591,Gold,Toyota,LANDCRUISER,1998,Stationwagon,1/24/2024,Auckland City
BLN917,Grey,Holden,COMMODORE,2003,Stationwagon,4/16/2024,Counties/Manukau
BLR285,Silver,Nissan,PULSAR,1996,Saloon,4/26/2024,Wellington
BLT499,Green,Ford,COURIER,2003,Utility,4/19/2024,Canterbury
BMA341,Red,Ford,COURIER,2003,Utility,5/4/2024,Central
BMD264,Black,Toyota,HILUX,2003,Utility,12/27/2023,Bay of Plenty
BMN633,Grey,Nissan,PRIMERA,1996,Saloon,3/24/2024,Central
BMNZ95,Green,BMW,318TIA SPORT COMPACT,1994,Hatchback,3/22/2024,Auckland City
BMP488,Red,Ford,COURIER,2003,Utility,1/26/2024,Canterbury
BMQ181,Orange,Ford,FALCON,2003,Saloon,5/12/2024,Bay of Plenty
BMR329,Red,Honda,ACCORD,2003,Saloon,5/12/2024,Northland
BMT928,White,Toyota,HILUX,2003,Utility,3/18/2024,Waikato
BMW352,Grey,BMW,530I,2003,Saloon,11/22/2023,Eastern
BMY388,Gold,Daihatsu,CHARADE,2003,Hatchback,3/28/2024,Central
BMY434,White,Ford,COURIER,2003,Utility,12/13/2023,Canterbury
BNE331,Blue,Mitsubishi,COLT,2003,Hatchback,4/17/2024,Auckland City
BNF983,Blue,Toyota,HILUX,1996,Stationwagon,11/20/2023,Canterbury
BNL436,Green,Mitsubishi,TRITON,2003,Utility,12/24/2023,Eastern
BNQ827,White,Ford,TRANSIT,2003,Mobile Home - Light,2/20/2024,Counties/Manukau
BNR531,Red,Ford,FALCON,2003,Saloon,1/8/2024,Canterbury
BNS470,Red,Honda,CIVIC,1996,Saloon,3/21/2024,Canterbury
BNS702,Silver,Mazda,BOUNTY,2003,Utility,2/9/2024,Southern
BNS702,Silver,Mazda,BOUNTY,2003,Utility,2/22/2024,Southern
BNS744,Blue,Mazda,FAMILIA,1995,Hatchback,4/15/2024,Canterbury
BNT664,Blue,Toyota,COROLLA,2003,Saloon,1/20/2024,Counties/Manukau
BNW458,White,Toyota,HIACE,1998,Light Van,3/5/2024,Waitemata
BNZ214,White,Toyota,HIACE,1998,Light Van,11/19/2023,Wellington
BOURK3,Brown,Toyota,RAV4,2015,Stationwagon,2/28/2024,Auckland City
BPA593,Blue,Ford,FOCUS,2003,Hatchback,12/3/2023,Auckland City
BPL969,Red,Toyota,COROLLA,2003,Saloon,3/21/2024,Wellington
BPM835,Red,Honda,ODYSSEY,1995,Stationwagon,2/13/2024,Canterbury
BPZ242,Silver,Ford,FALCON,2003,Saloon,3/21/2024,Waitemata
BQB756,Black,Toyota,RAV4,1996,Stationwagon,5/16/2024,Waikato
BQE917,White,Toyota,HIACE,1993,Light Van,11/28/2023,Canterbury
BQF372,Silver,Ford,COURIER,2003,Utility,11/30/2023,Auckland City
BQH807,Silver,Toyota,LANDCRUISER,1999,Stationwagon,4/24/2024,Canterbury
BQK940,Blue,Mitsubishi,TRITON,2003,Utility,12/29/2023,Southern
BQP541,Grey,Toyota,LANDCRUISER,1990,Stationwagon,3/30/2024,Counties/Manukau
